Date,rotor_speed,generator_speed,generator_temperature,wind_speed,power_output,relative_wind_direction,supply_voltage,blade_pitch_deg,turbine_status,yaw_offset
2025-01-15 06:21:29.000+05:30,11.07,448.63,25.45,4.96,5.21,1,27.6,1.73,10,0
2025-01-15 06:21:30.000+05:30,34.11,682.56,20.01,5.26,2.5,24,27.7,3.97,10,0
2025-01-15 06:21:31.000+05:30,67.39,618.88,31.44,9.42,1.31,-3,27.7,10.26,10,0
2025-01-15 06:21:32.000+05:30,12.09,400.07,25.68,6.19,5.13,-3,27.7,8.92,10,0
2025-01-15 06:21:33.000+05:30,63.96,831.54,31.04,8.37,1.49,26,27.6,6.1,10,0
2025-01-15 06:21:34.000+05:30,43.42,697.33,22.39,4.22,3.66,-25,27.6,4.21,10,0
2025-01-15 06:21:35.000+05:30,65.41,555.14,22.2,10.04,5.25,3,27.7,1.34,10,0
2025-01-15 06:21:36.000+05:30,26.74,858.32,28.55,7.22,2.94,-4,27.7,5.89,10,0
2025-01-15 06:21:37.000+05:30,64.49,276.91,29.2,3.8,1.3,20,27.6,12.7,10,0
2025-01-15 06:21:38.000+05:30,39.27,341.46,26.52,8.09,2.17,-5,27.6,10.57,10,0
2025-01-15 06:21:39.000+05:30,49.21,556.2,29.16,7.66,5.28,-13,27.8,1.19,10,0
2025-01-15 06:21:40.000+05:30,47.94,473.43,21.17,5.62,3.24,-27,27.5,4.64,10,0
2025-01-15 06:21:41.000+05:30,43.83,586.93,28.6,9.31,3.44,1,27.6,7.87,10,0
2025-01-15 06:21:42.000+05:30,63.39,669.39,21.86,8.65,4.6,21,27.7,13.11,10,0
2025-01-15 06:21:43.000+05:30,50.33,333.41,20,8.43,1.19,-17,27.5,1.36,10,0
2025-01-15 06:21:44.000+05:30,8.55,583.71,24.69,11.33,2.21,-19,27.8,6.77,10,0
2025-01-15 06:21:45.000+05:30,60.03,609.9,29.86,9.13,5.4,-3,27.6,8.64,10,0
2025-01-15 06:21:46.000+05:30,8.36,350.68,28.94,5.17,3.42,-18,27.7,9.79,10,0
2025-01-15 06:21:47.000+05:30,25.27,687.22,31.51,7.44,4.31,14,27.8,5.48,10,0
2025-01-15 06:21:48.000+05:30,36.23,780.64,21.78,5.55,1.18,7,27.6,5.45,10,0
2025-01-15 06:21:49.000+05:30,47.64,831.66,27.44,3.38,5.67,-1,27.9,13.48,10,0
2025-01-15 06:21:50.000+05:30,35.88,265.84,21.9,7.51,5.41,27,27.8,2.95,10,0
2025-01-15 06:21:51.000+05:30,31.61,300.17,27.87,6.17,4.6,15,27.8,4.75,10,0
2025-01-15 06:21:52.000+05:30,15.82,762.38,27.9,11.31,0.89,0,27.7,11.75,10,0
2025-01-15 06:21:53.000+05:30,36.72,681.74,26.91,11.35,4.92,-22,27.8,7.36,10,0
2025-01-15 06:21:54.000+05:30,44.1,631.66,27.01,10.47,0.89,16,27.6,0.41,10,0
2025-01-15 06:21:55.000+05:30,13.08,327.98,31.21,7.29,4.83,21,27.9,13.74,10,0
2025-01-15 06:21:56.000+05:30,57.12,327.48,30.57,9.55,2.69,29,27.5,13.63,10,0
2025-01-15 06:21:57.000+05:30,45.55,333.26,30.16,3.66,4.85,23,27.5,8.49,10,0
2025-01-15 06:21:58.000+05:30,17.97,328.9,25.39,4.2,4.13,-18,27.6,7.79,10,0
2025-01-15 06:21:59.000+05:30,34.56,443.1,22.41,4.46,5.14,-18,27.5,11.32,10,0
2025-01-15 06:22:00.000+05:30,8.53,874.29,21.15,3.3,1.3,19,27.7,0.07,10,0
2025-01-15 06:22:01.000+05:30,41.43,306.06,22.22,9.57,5.69,1,27.6,8.99,10,0
2025-01-15 06:22:02.000+05:30,20.07,789.65,26.01,6.21,5.63,21,27.5,11.95,10,0
2025-01-15 06:22:03.000+05:30,33.93,500.72,20.85,3.7,4.96,-23,27.7,4.18,10,0
2025-01-15 06:22:04.000+05:30,10.24,605.94,20.27,10.39,2.15,-6,27.8,11.59,10,0
2025-01-15 06:22:05.000+05:30,11.28,817.74,31.62,3.67,3.78,29,27.7,11.94,10,0
2025-01-15 06:22:06.000+05:30,26.67,655.93,26.55,11.03,3.82,-14,27.8,13.12,10,0
2025-01-15 06:22:07.000+05:30,9.03,529.7,22.41,10.99,0.84,22,27.8,2.86,10,0
2025-01-15 06:22:08.000+05:30,65.22,684.54,30.54,5.12,0.92,27,27.7,13.27,10,0
2025-01-15 06:22:09.000+05:30,59.61,776.79,24.15,3.64,2.87,29,27.5,10.35,10,0
2025-01-15 06:22:10.000+05:30,41.74,865.82,23.25,3.38,0.7,11,27.6,7.11,10,0
2025-01-15 06:22:11.000+05:30,37.09,760.19,30.52,5.05,5.81,20,27.8,0.37,10,0
2025-01-15 06:22:12.000+05:30,40.65,810.59,28.18,9.64,3.65,19,27.7,0.73,10,0
2025-01-15 06:22:13.000+05:30,14.89,708.86,26.59,4.04,1.17,27,27.6,8.62,10,0
2025-01-15 06:22:14.000+05:30,19.2,539.38,20.7,5.09,3.86,17,27.8,3.18,10,0
2025-01-15 06:22:15.000+05:30,57.89,603.18,20.55,10.22,5.48,-27,27.5,3.5,10,0
2025-01-15 06:22:16.000+05:30,14.98,375.58,20.52,6.15,4.23,-12,27.6,3.42,10,0
2025-01-15 06:22:17.000+05:30,32.06,680.85,27.88,3.69,5.85,15,27.8,2.88,10,0
2025-01-15 06:22:18.000+05:30,29.49,845.66,22.64,9.42,5.87,-12,27.8,10.92,10,0
2025-01-15 06:22:19.000+05:30,22.38,831.51,23.83,7.87,1.09,-4,27.8,4.85,10,0
2025-01-15 06:22:20.000+05:30,46.18,439.06,22.44,4.23,6.06,17,27.7,3.23,10,0
2025-01-15 06:22:21.000+05:30,14.73,723.94,29.46,3.32,1.84,18,27.7,6.16,10,0
2025-01-15 06:22:22.000+05:30,14.2,579.3,20.41,5.5,2.69,-25,27.5,11.58,10,0
2025-01-15 06:22:23.000+05:30,60.84,505.72,20.23,6.44,3.03,-6,27.6,3.14,10,0
2025-01-15 06:22:24.000+05:30,34.16,293.45,23.66,7.87,2.48,8,27.8,0.36,10,0
2025-01-15 06:22:25.000+05:30,28.18,790.02,23.15,9.78,1.73,16,27.8,0.38,10,0
2025-01-15 06:22:26.000+05:30,34.35,533.63,28.75,9.62,0.83,-6,27.9,1.53,10,0
2025-01-15 06:22:27.000+05:30,65.75,443.95,31.89,7.81,2.92,19,27.7,10.07,10,0
2025-01-15 06:22:28.000+05:30,17.24,504.03,28.95,11.32,1.25,21,27.8,0.21,10,0
2025-01-15 06:22:29.000+05:30,24.29,899.24,29.26,5.66,3.76,-13,27.6,0.54,10,0
2025-01-15 06:22:30.000+05:30,48.53,760.75,29.72,8.47,1.21,-10,27.8,7.96,10,0
2025-01-15 06:22:31.000+05:30,60.4,544.04,20.21,3.08,0.71,10,27.8,5.02,10,0
2025-01-15 06:22:32.000+05:30,20.72,297.49,31.27,5.49,3.98,-26,27.7,4.4,10,0
2025-01-15 06:22:33.000+05:30,23.25,763.51,23.11,7.45,1.8,25,27.7,2.44,10,0
2025-01-15 06:22:34.000+05:30,10.12,333.25,20.46,9.16,5.41,-28,27.7,8.12,10,0
2025-01-15 06:22:35.000+05:30,21.36,869.09,31.9,11.78,0.59,24,27.6,11.83,10,0
2025-01-15 06:22:36.000+05:30,52.25,644.37,24.2,3.7,3.03,-15,27.6,7.15,10,0
2025-01-15 06:22:37.000+05:30,42.93,790.65,28.17,3.64,2.93,-29,27.6,3.96,10,0
2025-01-15 06:22:38.000+05:30,56.65,474.39,24.9,8.87,3.18,9,27.5,13.63,10,0
2025-01-15 06:22:39.000+05:30,30.2,446.16,21.8,8.32,1.11,-10,27.7,2.96,10,0
2025-01-15 06:22:40.000+05:30,56.2,585.24,26.98,6.1,1.72,-28,27.8,11.63,10,0
2025-01-15 06:22:41.000+05:30,16.45,748.07,27.79,11.6,5.96,6,27.7,13.89,10,0
2025-01-15 06:22:42.000+05:30,43.19,610.87,25.02,9.6,5.33,-27,27.7,7.39,10,0
2025-01-15 06:22:43.000+05:30,48.53,593.02,23.8,4.76,3.78,-9,27.6,12.75,10,0
2025-01-15 06:22:44.000+05:30,55.36,491.66,25.47,9.73,1.16,16,27.9,3.37,10,0
2025-01-15 06:22:45.000+05:30,32.83,311,26.73,3.69,2.57,-16,27.7,6.78,10,0
2025-01-15 06:22:46.000+05:30,33.39,624.38,29.92,4.13,3.56,-4,27.8,10.87,10,0
2025-01-15 06:22:47.000+05:30,48.95,647.55,29.55,6.07,1.17,2,27.9,5.72,10,0
2025-01-15 06:22:48.000+05:30,43.29,664.88,29.27,11.1,5.5,-23,27.7,0.22,10,0
2025-01-15 06:22:49.000+05:30,55.23,715.28,25.64,3.91,5.46,-29,27.8,11.67,10,0
2025-01-15 06:22:50.000+05:30,69.37,344.72,30.4,11.27,5.65,-5,27.8,4.96,10,0
2025-01-15 06:22:51.000+05:30,22.21,447.77,24.04,10.42,2.42,-24,27.9,8.52,10,0
2025-01-15 06:22:52.000+05:30,9.85,732.8,24.26,7.04,2.83,23,27.7,6.3,10,0
2025-01-15 06:22:53.000+05:30,54.73,708.07,28.8,9.51,3.86,2,27.5,11.48,10,0
2025-01-15 06:22:54.000+05:30,63.42,639.87,24.44,8.84,2.66,2,27.8,6.14,10,0
2025-01-15 06:22:55.000+05:30,24.6,754.72,22.79,7.44,0.78,3,27.7,7.25,10,0
2025-01-15 06:22:56.000+05:30,60.18,533.08,23.87,5.87,1.52,22,27.9,2,10,0
2025-01-15 06:22:57.000+05:30,62.59,727.83,25.17,5.5,5.51,-8,27.6,4.4,10,0
2025-01-15 06:22:58.000+05:30,14.47,435.26,25.27,10.97,2.14,8,27.8,12.85,10,0
2025-01-15 06:22:59.000+05:30,65.24,686.52,21.69,4.86,5.28,-29,27.7,10.57,10,0
2025-01-15 06:23:00.000+05:30,9.5,830.01,26.45,4.76,3.28,-7,27.6,11.51,10,0
2025-01-15 06:23:01.000+05:30,66.33,625.55,28.79,7.69,5.24,-23,27.8,4.13,10,0
2025-01-15 06:23:02.000+05:30,64.91,336.76,30.67,7.44,1,-13,27.8,1.92,10,0
2025-01-15 06:23:03.000+05:30,14.34,486.38,20.95,10.14,4.65,2,27.6,4.58,10,0
2025-01-15 06:23:04.000+05:30,35.57,730.73,28.06,3.67,4.42,-28,27.7,12.49,10,0
2025-01-15 06:23:05.000+05:30,65.74,768.29,23.81,10.57,4.27,-28,27.9,12.29,10,0
2025-01-15 06:23:06.000+05:30,46.52,417.38,27.04,10.85,1.76,0,27.6,2.74,10,0
2025-01-15 06:23:07.000+05:30,58.27,729.48,23.39,4.79,5.49,24,27.8,13.31,10,0
2025-01-15 06:23:08.000+05:30,20.49,537.96,25.89,8.5,4.55,14,27.6,0.54,10,0
2025-01-15 06:23:09.000+05:30,30.96,633.7,27.65,7.36,4.24,-11,27.8,2.52,10,0
2025-01-15 06:23:10.000+05:30,62.13,687.5,25.88,8.67,3.91,-12,27.5,7.61,10,0
2025-01-15 06:23:11.000+05:30,14.08,823.77,29.06,5.59,6.03,12,27.7,4.56,10,0
2025-01-15 06:23:12.000+05:30,18.1,872.04,27.93,6.13,2.77,26,27.7,1.79,10,0
2025-01-15 06:23:13.000+05:30,57.7,573.07,24.94,5.11,2.16,26,27.8,7.1,10,0
2025-01-15 06:23:14.000+05:30,32.77,619.84,23.88,9.07,2.84,-3,27.7,11.33,10,0
2025-01-15 06:23:15.000+05:30,64.48,431.72,28.74,6.06,5.17,-4,27.6,4.32,10,0
2025-01-15 06:23:16.000+05:30,62.16,603.05,29.35,3.99,6.02,-22,27.7,8.55,10,0
2025-01-15 06:23:17.000+05:30,8.25,722.23,29.63,3.81,4.52,19,27.8,12.77,10,0
2025-01-15 06:23:18.000+05:30,11,291.5,22.53,7.82,6.12,-5,27.8,11.73,10,0
2025-01-15 06:23:19.000+05:30,21.45,772.82,30.93,5.98,1.73,30,27.5,10.27,10,0
2025-01-15 06:23:20.000+05:30,60.27,743.28,26.32,7.51,5.01,-12,27.6,0.59,10,0
2025-01-15 06:23:21.000+05:30,21.49,754.34,22.97,5.45,1.2,11,27.7,10.98,10,0
2025-01-15 06:23:22.000+05:30,58.55,821.04,30.34,3.69,3.38,16,27.7,9.85,10,0
2025-01-15 06:23:23.000+05:30,7.93,791.36,27.26,4.37,4.69,-18,27.8,11.1,10,0
2025-01-15 06:23:24.000+05:30,61.14,762.25,25.1,9.69,2.22,-24,27.6,6.42,10,0
2025-01-15 06:23:25.000+05:30,48.33,561.7,23.49,3.84,6.01,0,27.6,7.85,10,0
2025-01-15 06:23:26.000+05:30,51.28,584.22,24.59,11.94,4.65,18,27.7,13.32,10,0
2025-01-15 06:23:27.000+05:30,13.82,403.4,31.7,6.58,1.82,6,27.5,5.18,10,0
2025-01-15 06:23:28.000+05:30,26.57,352.01,27.56,3.75,3.7,30,27.7,2.91,10,0
2025-01-15 06:23:29.000+05:30,22.75,350.45,27.4,7.26,4.62,-16,27.5,7.93,10,0
2025-01-15 06:23:30.000+05:30,38.09,523.59,28.89,10.51,0.71,8,27.7,9.65,10,0
2025-01-15 06:23:31.000+05:30,7.35,701.85,29.06,10.15,3.61,11,27.6,4.38,10,0
2025-01-15 06:23:32.000+05:30,36.07,569.12,26.66,9.66,4.68,-3,27.8,12.9,10,0
2025-01-15 06:23:33.000+05:30,30.67,744.41,21.95,9.73,1.45,-23,27.5,6.13,10,0
2025-01-15 06:23:34.000+05:30,33.72,369.26,29.64,7.38,4.77,-5,27.5,7.66,10,0
2025-01-15 06:23:35.000+05:30,14.41,897.28,28.64,10.92,2.05,26,27.6,4.51,10,0
2025-01-15 06:23:36.000+05:30,47.96,350.57,26.28,4.84,4,3,27.7,10,10,0
2025-01-15 06:23:37.000+05:30,36.74,394.79,23.96,9.72,6.18,-20,27.7,12.99,10,0
2025-01-15 06:23:38.000+05:30,59.25,266.29,25,4.35,0.88,-11,27.8,13.68,10,0
2025-01-15 06:23:39.000+05:30,19.55,320.06,25.5,3.85,4.06,-26,27.6,8.32,10,0
2025-01-15 06:23:40.000+05:30,42.23,404.66,27.55,11.35,2.07,25,27.7,11.49,10,0
2025-01-15 06:23:41.000+05:30,52.95,495.06,29.2,11.41,3.7,-18,27.5,8.98,10,0
2025-01-15 06:23:42.000+05:30,16.6,727.62,23.36,5.37,1.08,7,27.8,11.16,10,0
2025-01-15 06:23:43.000+05:30,31.13,628.42,30.24,8.44,6.01,9,27.8,10.32,10,0
2025-01-15 06:23:44.000+05:30,36.82,367.58,29.4,11.9,1.02,-21,27.6,11.25,10,0
2025-01-15 06:23:45.000+05:30,36.95,260.16,20.93,11.73,1.28,-3,27.8,11.3,10,0
2025-01-15 06:23:46.000+05:30,27.61,580.24,21.41,8.04,2.65,0,27.6,5.4,10,0
2025-01-15 06:23:47.000+05:30,59.83,462.86,20.94,8.45,1.72,10,27.8,2.33,10,0
2025-01-15 06:23:48.000+05:30,51.81,797.52,26.73,7.41,5,5,27.9,9.6,10,0
2025-01-15 06:23:49.000+05:30,48.08,373.93,30.39,10.7,4.89,-3,27.6,4.84,10,0
2025-01-15 06:23:50.000+05:30,42.27,898.66,31.27,6.44,1.52,-30,27.6,10.47,10,0
2025-01-15 06:23:51.000+05:30,29.74,384.73,27.03,5.96,5.69,2,27.9,12.82,10,0
2025-01-15 06:23:52.000+05:30,45.23,281.46,23.3,7.31,0.75,-14,27.6,9.74,10,0
2025-01-15 06:23:53.000+05:30,10.61,626.2,20.37,9.46,3.18,-1,27.7,8.51,10,0
2025-01-15 06:23:54.000+05:30,36.83,819.96,29.01,10.27,0.72,27,27.8,0.4,10,0
2025-01-15 06:23:55.000+05:30,51.46,373.22,30.21,3.75,5.25,-2,27.8,1.67,10,0
2025-01-15 06:23:56.000+05:30,10.93,322.38,26.53,11.85,1.61,-29,27.6,8.6,10,0
2025-01-15 06:23:57.000+05:30,49.34,835.79,30.77,4.52,6.12,-7,27.7,10.11,10,0
2025-01-15 06:23:58.000+05:30,66.25,518.03,30.05,9.03,0.87,2,27.6,11.55,10,0
2025-01-15 06:23:59.000+05:30,23.8,370.45,20.53,8.48,4.43,10,27.8,5.73,10,0
2025-01-15 06:24:00.000+05:30,59.79,262.06,23.29,6.16,2.45,14,27.5,7.95,10,0
2025-01-15 06:24:01.000+05:30,65.61,316.42,31.02,4.64,0.99,10,27.9,4.45,10,0
2025-01-15 06:24:02.000+05:30,55.3,764.79,22.61,6.37,0.96,-15,27.6,10.14,10,0
2025-01-15 06:24:03.000+05:30,49.9,863.3,30.38,9.73,4.71,-6,27.8,4.35,10,0
2025-01-15 06:24:04.000+05:30,18.21,349.87,23.79,5.03,1.57,-19,27.9,12.37,10,0
2025-01-15 06:24:05.000+05:30,23.34,541.34,21.11,6.2,2.57,3,27.7,10.81,10,0
2025-01-15 06:24:06.000+05:30,46.75,792.31,20.44,10.51,2.7,-17,27.9,7.53,10,0
2025-01-15 06:24:07.000+05:30,34.33,673.45,28.18,5.6,2.45,5,27.8,13.56,10,0
2025-01-15 06:24:08.000+05:30,57.04,318.08,29.28,5.32,3.17,-23,27.7,0.44,10,0
2025-01-15 06:24:09.000+05:30,46.76,564.13,25.61,5.91,3.71,27,27.5,9.22,10,0
2025-01-15 06:24:10.000+05:30,51.18,662.86,30.43,3.07,2.9,11,27.9,4.69,10,0
2025-01-15 06:24:11.000+05:30,18.79,489.12,21.95,7.92,4.79,9,27.7,6.15,10,0
2025-01-15 06:24:12.000+05:30,43.29,538.38,24.79,10.51,1.94,-9,27.7,5.23,10,0
2025-01-15 06:24:13.000+05:30,32.27,285.68,31.15,5.11,5.83,-24,27.7,12.98,10,0
2025-01-15 06:24:14.000+05:30,55.77,870.55,24.81,3.26,3.42,26,27.7,12.91,10,0
2025-01-15 06:24:15.000+05:30,50.95,595.41,31.42,8.11,1.3,20,27.9,9.29,10,0
2025-01-15 06:24:16.000+05:30,68.13,457.94,29.19,10.21,3.11,-30,27.8,2.31,10,0
2025-01-15 06:24:17.000+05:30,19.63,370.12,23.69,4.66,5.39,16,27.6,6.11,10,0
2025-01-15 06:24:18.000+05:30,50.14,801.23,24.49,7.3,2.46,13,27.7,6.59,10,0
2025-01-15 06:24:19.000+05:30,20.39,562.28,24.52,7.17,1.88,-6,27.6,12.84,10,0
2025-01-15 06:24:20.000+05:30,55.07,345.46,29.28,11.08,5.17,-3,27.7,10.23,10,0
2025-01-15 06:24:21.000+05:30,40.65,481.99,28.04,11.73,0.65,-19,27.8,12.4,10,0
2025-01-15 06:24:22.000+05:30,30.26,477.5,29.88,8.5,4.78,11,27.6,12.8,10,0
2025-01-15 06:24:23.000+05:30,38.5,288.32,23.62,3.84,2.69,-21,27.6,2.52,10,0
2025-01-15 06:24:24.000+05:30,31.37,785.62,20.42,11.63,2.9,13,27.7,2.29,10,0
2025-01-15 06:24:25.000+05:30,13.71,775.99,24.16,9.59,4.24,21,27.5,5.66,10,0
2025-01-15 06:24:26.000+05:30,27.1,627.8,24.61,7.09,3.27,-5,27.7,13.44,10,0
2025-01-15 06:24:27.000+05:30,10.43,531.99,28.9,4.04,5.1,2,27.6,12.71,10,0
2025-01-15 06:24:28.000+05:30,36.83,474.44,26.42,6.28,4.98,4,27.8,13.73,10,0
2025-01-15 06:24:29.000+05:30,61.83,311.21,20.08,11.53,4.53,2,27.8,3.61,10,0
2025-01-15 06:24:30.000+05:30,52.84,551.19,20.58,5.54,1.19,-7,27.5,6.85,10,0
2025-01-15 06:24:31.000+05:30,44.76,496.35,25.11,9.07,4.87,-13,27.6,0.33,10,0
2025-01-15 06:24:32.000+05:30,29.48,271.21,23.9,8.72,3.9,-28,27.7,5,10,0
2025-01-15 06:24:33.000+05:30,31.96,372.15,26.42,4.13,1.32,27,27.6,6.91,10,0
2025-01-15 06:24:34.000+05:30,68.23,700.95,22.93,10.43,5.26,3,27.7,10.26,10,0
2025-01-15 06:24:35.000+05:30,9.56,469.02,20.46,8.48,4.63,-24,27.7,11.37,10,0
2025-01-15 06:24:36.000+05:30,68.76,310.41,31.13,9.74,2.91,30,27.8,0.31,10,0
2025-01-15 06:24:37.000+05:30,52.46,735.32,20.95,11.21,6,6,27.6,11.11,10,0
2025-01-15 06:24:38.000+05:30,26.1,588.99,30.25,5.19,5.05,0,27.6,5.24,10,0
2025-01-15 06:24:39.000+05:30,65.94,435.86,28.27,4.67,3.36,-5,27.9,0.64,10,0
2025-01-15 06:24:40.000+05:30,49.73,434.51,24.89,3.17,2.86,-13,27.7,1.82,10,0
2025-01-15 06:24:41.000+05:30,56.79,666.31,21.17,5.02,4.54,9,27.6,3.09,10,0
2025-01-15 06:24:42.000+05:30,51.86,789.26,27.05,8.71,2.37,29,27.7,5.45,10,0
2025-01-15 06:24:43.000+05:30,28.61,464.57,29.87,4.37,5.37,4,27.8,6.99,10,0
2025-01-15 06:24:44.000+05:30,49.4,423.64,20.39,10.67,6.02,5,27.9,8.84,10,0
2025-01-15 06:24:45.000+05:30,12.23,738.73,26.36,5.74,4.78,-1,27.5,6.32,10,0
2025-01-15 06:24:46.000+05:30,46.37,366.71,24.22,6.88,6.18,-12,27.7,0.33,10,0
2025-01-15 06:24:47.000+05:30,37.92,410.22,31.05,4.19,3.96,-24,27.7,11.9,10,0
2025-01-15 06:24:48.000+05:30,20.31,330.8,23.47,10.78,4.87,-5,27.7,13.78,10,0
2025-01-15 06:24:49.000+05:30,29.18,399.36,30.81,5.51,4.89,12,27.9,8.82,10,0
2025-01-15 06:24:50.000+05:30,67.5,747.52,23.81,7.82,2.74,1,27.8,12.03,10,0
2025-01-15 06:24:51.000+05:30,25.04,851.71,21.88,10.86,2.78,23,27.6,0.05,10,0
2025-01-15 06:24:52.000+05:30,36.23,370.25,30.89,6.45,4.22,-4,27.6,13.64,10,0
2025-01-15 06:24:53.000+05:30,8.83,403.48,27.32,7.53,0.96,-4,27.9,7.99,10,0
2025-01-15 06:24:54.000+05:30,27.48,419.96,26.83,7.25,1.02,17,27.7,5.18,10,0
2025-01-15 06:24:55.000+05:30,56.76,509.18,26.14,4.74,5.71,16,27.8,6.41,10,0
2025-01-15 06:24:56.000+05:30,18.04,859.77,31.06,5.9,2.17,-17,27.7,12.52,10,0
2025-01-15 06:24:57.000+05:30,35.93,697.55,25.32,5.18,1.51,11,27.5,6.46,10,0
2025-01-15 06:24:58.000+05:30,45.05,472.01,31.04,4.43,3.13,-30,27.8,13.47,10,0
2025-01-15 06:24:59.000+05:30,49.97,520.06,26.24,7.23,2.7,-14,27.9,10.96,10,0
2025-01-15 06:25:00.000+05:30,40.85,718.11,27.28,11.9,4.57,22,27.8,6.14,10,0
2025-01-15 06:25:01.000+05:30,25.46,514.97,29.87,9.92,2.57,2,27.8,10.03,10,0
2025-01-15 06:25:02.000+05:30,34.72,763.95,21.24,10.62,4.82,20,27.5,8.12,10,0
2025-01-15 06:25:03.000+05:30,17.64,524.25,24.08,11.22,5.03,-24,27.6,2.94,10,0
2025-01-15 06:25:04.000+05:30,50.7,553.27,28.51,9.77,4.81,14,27.7,4.79,10,0
2025-01-15 06:25:05.000+05:30,56.6,707.72,26.82,8.35,4.84,-12,27.5,2.07,10,0
2025-01-15 06:25:06.000+05:30,62.45,620.67,28.57,5.76,4.58,-11,27.7,7.95,10,0
2025-01-15 06:25:07.000+05:30,34.71,448.72,28.92,9.26,1.34,-6,27.6,4.09,10,0
2025-01-15 06:25:08.000+05:30,21.36,804.59,27,4.34,0.57,2,27.8,5.1,10,0
2025-01-15 06:25:09.000+05:30,69.76,519.74,27.42,4.53,2.46,24,27.7,2.18,10,0
2025-01-15 06:25:10.000+05:30,39.97,501.91,31.11,8.84,5.46,0,27.9,6.75,10,0
2025-01-15 06:25:11.000+05:30,7.9,866.05,24.11,5.78,1.78,19,27.8,3.9,10,0
2025-01-15 06:25:12.000+05:30,14.53,386.04,25.99,8.12,4.14,17,27.8,0.17,10,0
2025-01-15 06:25:13.000+05:30,56.33,595.44,22.74,4.82,4.29,-24,27.9,5.58,10,0
2025-01-15 06:25:14.000+05:30,38.97,433.74,31.54,10.62,3.57,21,27.5,1.11,10,0
2025-01-15 06:25:15.000+05:30,42.7,418.7,23.07,9.65,4.43,-15,27.6,9.11,10,0
2025-01-15 06:25:16.000+05:30,52.19,373.56,31.75,5.39,2.08,16,27.8,10.4,10,0
2025-01-15 06:25:17.000+05:30,11.01,838.01,26.27,3.55,1.8,7,27.7,8.2,10,0
2025-01-15 06:25:18.000+05:30,13.19,824.25,20.61,10.11,0.92,-2,27.5,6.7,10,0
2025-01-15 06:25:19.000+05:30,19.44,607.12,22.58,7.39,3.75,25,27.9,8.14,10,0
2025-01-15 06:25:20.000+05:30,52.36,543.29,27.71,8.3,4.12,-30,27.6,10.58,10,0
2025-01-15 06:25:21.000+05:30,32.65,433.28,27.57,5.96,3.25,11,27.6,3.97,10,0
2025-01-15 06:25:22.000+05:30,61.64,419.37,23.3,8.05,2.26,18,27.9,6.16,10,0
2025-01-15 06:25:23.000+05:30,37.72,464.29,31.69,7.23,1.43,-3,27.8,0.92,10,0
2025-01-15 06:25:24.000+05:30,12.96,811.7,24.11,9.18,5.19,-24,27.8,2.71,10,0
2025-01-15 06:25:25.000+05:30,20.43,581.14,23.84,7.77,1.09,9,27.6,4.2,10,0
2025-01-15 06:25:26.000+05:30,49.33,467.21,22.3,6.57,1.48,12,27.6,2.21,10,0
2025-01-15 06:25:27.000+05:30,67.27,887.94,27.84,10.1,4.94,29,27.6,3.77,10,0
2025-01-15 06:25:28.000+05:30,65.86,794.04,24.45,5.76,4.64,-10,27.7,11.61,10,0
2025-01-15 06:25:29.000+05:30,33.79,511.87,25.01,9.86,2.8,-8,27.8,13.56,10,0
2025-01-15 06:25:30.000+05:30,15.82,552.41,23.29,10.37,1.65,-14,27.6,9.27,10,0
2025-01-15 06:25:31.000+05:30,30.53,465.98,29.49,5.93,3.69,-17,27.7,2.79,10,0
2025-01-15 06:25:32.000+05:30,34.73,435.34,20.89,4.44,4.62,7,27.7,13.18,10,0
2025-01-15 06:25:33.000+05:30,68.18,289.44,27.91,9.19,5.68,-13,27.9,6.82,10,0
2025-01-15 06:25:34.000+05:30,43.93,297.96,20.67,6.08,3.57,-12,27.5,6.13,10,0
2025-01-15 06:25:35.000+05:30,15.46,739.89,23.89,9.98,2.86,-21,27.7,2.12,10,0
2025-01-15 06:25:36.000+05:30,43.17,619.58,25.26,5.95,3.62,5,27.7,9.25,10,0
2025-01-15 06:25:37.000+05:30,25.36,273.99,29.27,3.61,4.98,-10,27.9,9.96,10,0
2025-01-15 06:25:38.000+05:30,29.76,754.53,28.97,4.93,2.33,-7,27.6,3.19,10,0
2025-01-15 06:25:39.000+05:30,49.69,710.6,23.06,9.73,0.63,-4,27.7,1.67,10,0
2025-01-15 06:25:40.000+05:30,57.78,770.78,29.98,3.54,6.14,6,27.7,5.23,10,0
2025-01-15 06:25:41.000+05:30,9.02,582.7,29.58,10.11,3.3,10,27.5,8.05,10,0
2025-01-15 06:25:42.000+05:30,11.76,318.97,26.7,4.01,1.4,24,27.5,7.19,10,0
2025-01-15 06:25:43.000+05:30,65.12,650.42,31.92,9.77,4.87,-13,27.7,6.03,10,0
2025-01-15 06:25:44.000+05:30,63.03,896.38,21.83,5.97,1.54,-1,27.7,8.05,10,0
2025-01-15 06:25:45.000+05:30,50.63,784.93,25.19,3.19,3.78,23,27.7,0.09,10,0
2025-01-15 06:25:46.000+05:30,7.54,466.33,21.81,10.7,3.83,4,27.7,10.75,10,0
2025-01-15 06:25:47.000+05:30,48.92,752.75,26.89,6.19,5.52,-21,27.6,12.14,10,0
2025-01-15 06:25:48.000+05:30,16.34,457.43,21.21,7.8,5.88,-22,27.7,0.55,10,0
